hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud
18,0,0,USA,Lyon,Gaming,Mobile Payment,Mobile,55,614,21.4,4721.72,147.48,166,23,4.9,3.12,0,3,0,0
7,0,0,Japan,Osaka,Restaurant,Credit Card,ATM,68,654,1.5,73234.15,195.22,167,21,28.3,14.12,0,0,1,0
11,0,0,USA,São Paulo,Electronics,Debit Card,Mobile,79,662,2.6,5024.78,1347.17,157,14,2.0,12.09,1,0,0,0
9,0,0,USA,Guadalajara,Jewelry,Credit Card,Mobile,32,742,0.1,47270.3,906.85,163,18,28.7,13.28,0,0,0,0
0,0,1,USA,Mumbai,Entertainment,Credit Card,Mobile,36,660,24.9,11080.12,17.93,133,19,10.4,4.81,0,0,0,0
18,0,0,India,Munich,Online Shopping,Mobile Payment,Mobile,24,685,9.9,4045.1,28.63,137,14,2.1,4.89,0,0,0,0
14,1,0,Mexico,Lyon,Electronics,Bank Transfer,Desktop,51,635,1.3,36512.48,775.35,142,19,1.8,3.34,1,2,0,1
4,0,1,USA,Guadalajara,Entertainment,Debit Card,Desktop,38,850,6.7,7621.04,15.64,152,22,68.8,6.78,0,0,0,0
6,0,1,Japan,Toronto,Travel,Mobile Payment,Desktop,27,608,22.3,22417.04,509.52,172,19,5.2,7.19,0,0,0,0
19,0,0,India,Delhi,Crypto Exchange,Credit Card,ATM,18,656,4.4,2013.22,72.9,174,18,22.2,1.46,1,1,0,0
6,0,1,Japan,Guadalajara,Grocery,Bank Transfer,Mobile,63,754,4.7,1601.49,205.14,142,23,17.4,0.35,0,0,0,0
22,0,1,France,Osaka,Grocery,Debit Card,Desktop,51,570,10.8,4361.48,463.43,144,31,25.1,21.41,1,0,0,1
19,0,0,USA,Manchester,Grocery,Debit Card,ATM,29,784,1.5,36573.54,24.49,154,18,33.7,9.32,0,0,0,0
6,0,1,India,Sydney,Entertainment,Mobile Payment,Mobile,44,704,3.3,1159.5,11.87,142,19,4.2,6.08,0,0,0,0
17,1,0,Germany,Los Angeles,Electronics,Bank Transfer,Tablet,54,633,8.2,3434.28,533.01,141,19,40.9,13.15,0,0,0,0
17,0,0,USA,New York,Healthcare,Bank Transfer,Tablet,34,725,7.0,2139.02,149.24,149,16,19.9,12.67,0,1,0,0
1,0,1,Germany,Vancouver,Fuel,Credit Card,ATM,57,565,1.0,15975.65,56.7,175,20,22.8,21.76,1,0,0,0
21,0,0,Mexico,Munich,Fuel,Mobile Payment,Mobile,53,618,3.0,6626.97,40.15,159,18,40.6,40.8,0,0,0,0
1,0,1,France,Paris,Gaming,Credit Card,Mobile,60,709,6.3,9841.95,39.93,145,16,26.0,4.83,0,0,1,0
10,1,0,India,Melbourne,Electronics,Credit Card,POS Terminal,52,748,1.6,1979.07,805.68,164,22,15.9,20.49,0,1,1,0
22,1,1,Australia,Guadalajara,Gaming,Mobile Payment,Mobile,42,716,6.0,8942.91,112.83,124,13,9.0,2.18,0,0,0,0
14,0,0,Mexico,London,Online Shopping,Debit Card,Mobile,57,726,5.7,6740.33,88.24,157,15,52.8,19.42,1,0,0,0
15,0,0,France,Mumbai,Clothing,Credit Card,Mobile,29,746,0.8,33156.02,21.36,151,24,14.2,29.02,0,0,0,0
14,0,0,Germany,Toronto,Travel,Credit Card,ATM,50,570,10.2,4247.04,230.08,134,26,10.4,15.49,0,0,0,0
15,0,0,USA,Berlin,Jewelry,Bank Transfer,POS Terminal,19,615,0.5,4651.34,466.93,137,19,13.3,0.55,0,0,0,0
0,0,1,Canada,Guadalajara,Travel,Credit Card,POS Terminal,38,548,13.3,500.87,621.11,141,24,36.5,0.05,0,0,0,0
4,0,1,Brazil,Rio,Healthcare,Credit Card,Tablet,49,562,0.3,23564.53,30.92,116,13,10.6,32.81,0,0,0,0
21,0,0,Germany,Los Angeles,Utilities,Debit Card,POS Terminal,30,681,0.7,13997.29,22.56,137,21,38.6,5.07,0,0,0,0
8,0,0,UK,Delhi,Grocery,Credit Card,Desktop,58,687,3.1,7971.22,165.11,172,17,20.9,2.32,0,0,0,0
5,1,1,France,Osaka,Healthcare,Crypto,Desktop,34,539,1.1,3659.57,280.99,141,25,24.4,10.97,0,0,0,0
12,0,0,Japan,Tokyo,Electronics,Bank Transfer,Mobile,18,701,0.5,5871.86,876.22,143,13,52.2,39.15,0,0,0,0
18,0,0,France,Paris,Entertainment,Credit Card,Mobile,39,708,5.0,12896.01,40.93,158,24,1.8,2.5,0,1,0,0
15,0,0,USA,Rio,ATM Withdrawal,Credit Card,Mobile,60,597,9.8,26132.48,29.12,172,27,15.8,14.82,0,0,1,0
9,0,0,India,Delhi,Crypto Exchange,Debit Card,Desktop,31,663,2.1,1254.26,30.03,126,11,29.9,14.64,0,1,0,0
7,0,0,Germany,New York,Fuel,Credit Card,Desktop,43,719,4.2,8535.75,7.18,147,19,11.9,25.78,0,0,0,0
10,1,0,UK,Paris,Electronics,Debit Card,POS Terminal,64,676,13.7,208.6,316.45,141,13,27.9,0.57,0,0,0,0
2,0,1,France,Sydney,ATM Withdrawal,Bank Transfer,POS Terminal,44,677,10.1,3573.46,107.14,153,20,40.9,7.14,0,0,0,0
5,0,1,Japan,Los Angeles,Gaming,Bank Transfer,Mobile,40,720,2.9,9346.53,13.5,163,20,49.4,0.29,0,1,0,0
2,0,1,Brazil,Paris,Clothing,Credit Card,Mobile,48,582,0.3,19361.02,58.49,141,21,17.9,9.54,0,0,0,0
11,0,0,UK,Melbourne,ATM Withdrawal,Cheque,Desktop,18,553,20.3,5256.41,72.38,159,17,12.8,5.23,0,0,0,0
12,0,0,India,Toronto,Fuel,Credit Card,Mobile,37,777,5.2,3077.32,71.66,156,19,34.3,15.78,0,0,0,0
20,0,0,USA,Mumbai,Fuel,Credit Card,Tablet,39,585,5.8,5996.18,48.73,157,15,21.1,65.42,0,0,0,0
1,0,1,USA,Vancouver,Travel,Credit Card,Mobile,38,796,12.0,16014.88,645.91,167,22,8.7,4.93,0,0,0,0
16,0,0,USA,Paris,Travel,Credit Card,Tablet,41,766,4.7,54516.86,842.47,146,19,67.2,30.38,0,0,1,0
20,0,0,India,Munich,Electronics,Crypto,Desktop,38,714,4.2,2661.04,121.1,151,18,19.6,1.84,0,0,0,0
22,0,1,USA,Sydney,Jewelry,Credit Card,Mobile,32,653,0.7,12456.11,149.61,133,10,4.2,11.38,0,0,0,0
8,0,0,USA,Toronto,ATM Withdrawal,Debit Card,Mobile,74,779,6.7,6215.19,343.5,146,23,1.8,5.06,0,0,0,1
1,0,1,Australia,Guadalajara,Clothing,Mobile Payment,Mobile,52,687,3.3,2723.09,229.09,153,18,51.2,3.6,0,0,0,0
21,1,0,USA,Guadalajara,Education,Debit Card,Desktop,30,678,0.4,3741.32,47.78,148,28,14.3,10.83,0,0,0,0
19,0,0,France,Rio,Entertainment,Credit Card,ATM,48,749,2.8,8700.0,149.95,153,11,19.3,2.01,1,0,0,0
14,0,0,Canada,Melbourne,Crypto Exchange,Credit Card,Mobile,66,727,8.6,1825.45,16.33,157,24,38.0,1.99,0,0,0,0
10,0,0,USA,Vancouver,Crypto Exchange,Mobile Payment,Mobile,51,809,9.1,14508.94,39.55,165,16,20.4,6.45,0,0,0,0
9,0,0,Germany,Melbourne,Fuel,Credit Card,ATM,23,671,0.1,6821.43,64.34,161,25,35.1,12.3,0,0,0,0
5,1,1,Mexico,Toronto,Restaurant,Credit Card,Mobile,55,678,0.9,10784.46,62.36,157,12,28.6,17.4,0,0,0,0
0,0,1,India,Guadalajara,Clothing,Credit Card,Mobile,60,597,2.5,3661.77,17.79,162,15,2.2,7.9,0,0,0,0
16,0,0,India,Paris,Entertainment,Debit Card,Tablet,22,740,4.1,3201.71,96.7,152,23,6.8,5.31,1,0,0,0
7,0,0,Brazil,Berlin,Online Shopping,Credit Card,Desktop,18,662,6.7,12079.27,13.55,139,11,60.3,24.7,0,0,0,0
14,0,0,USA,Delhi,Online Shopping,Credit Card,ATM,25,731,2.3,18688.71,194.72,171,18,21.6,3.87,0,0,0,0
5,0,1,USA,Osaka,Jewelry,Credit Card,Tablet,20,618,0.3,1396.18,87.27,147,23,10.6,5.57,0,4,0,0
10,0,0,UK,Rio,Clothing,Bank Transfer,Mobile,29,727,4.7,1369.48,45.73,153,26,1.2,7.12,0,0,0,0
17,1,0,Brazil,Osaka,ATM Withdrawal,Debit Card,Mobile,54,775,2.4,29951.22,45.16,135,23,82.8,13.57,0,0,0,0
22,0,1,Japan,Rio,Utilities,Crypto,Mobile,50,664,2.7,8583.21,32.38,150,23,65.5,19.09,0,0,0,0
14,1,0,India,Melbourne,ATM Withdrawal,Debit Card,Desktop,53,706,1.5,18855.49,120.22,152,15,55.4,4.56,0,2,0,0
12,0,0,Mexico,Rio,Entertainment,Bank Transfer,ATM,35,668,0.4,23048.44,7.55,174,14,0.1,10.23,0,0,0,0
16,1,0,USA,Delhi,Electronics,Debit Card,ATM,45,595,5.5,1001.22,2119.22,177,31,36.7,1.09,0,0,0,0
11,0,0,USA,Vancouver,Jewelry,Mobile Payment,Desktop,46,772,4.1,7602.4,367.15,137,17,28.3,12.32,0,0,0,0
13,0,0,France,Osaka,Entertainment,Debit Card,Desktop,18,553,1.2,6295.3,17.37,147,17,46.3,66.98,0,4,0,0
11,0,0,Australia,Delhi,Healthcare,Mobile Payment,Desktop,32,737,0.6,34186.52,77.46,141,18,13.2,5.27,0,1,0,0
17,1,0,India,London,Crypto Exchange,Debit Card,Mobile,28,723,9.7,3007.76,21.39,148,22,32.3,1.21,0,1,0,0
7,0,0,Australia,London,Gaming,Debit Card,Mobile,29,757,5.0,6526.33,104.4,151,14,10.8,1.44,0,0,0,0
6,0,1,USA,Vancouver,Grocery,Credit Card,Mobile,33,765,4.2,1179.67,61.54,169,20,14.5,10.99,0,0,0,0
15,1,0,India,Munich,Entertainment,Mobile Payment,Mobile,26,619,6.1,8525.62,56.83,131,19,30.9,14.54,0,1,0,0
0,0,1,India,Manchester,Education,Credit Card,Tablet,18,793,1.0,6392.96,44.69,152,23,10.3,25.47,0,0,0,0
20,0,0,India,Guadalajara,Gaming,Mobile Payment,Tablet,45,692,0.5,4390.53,22.21,142,13,3.9,2.39,1,0,0,0
5,0,1,India,Rio,Online Shopping,Credit Card,Mobile,29,652,1.5,4064.93,242.37,137,22,69.6,1.48,1,0,0,0
4,1,1,UK,Berlin,Utilities,Bank Transfer,Desktop,37,523,3.1,16641.64,43.33,140,21,22.4,20.63,0,0,0,0
8,0,0,USA,Rio,ATM Withdrawal,Credit Card,Mobile,37,785,11.6,13100.57,11.62,158,16,7.5,4.26,0,0,0,0
13,1,0,France,Delhi,Healthcare,Credit Card,Mobile,37,634,1.7,1591.64,75.33,168,18,16.3,8.49,1,0,0,0
20,1,0,Japan,Manchester,Entertainment,Debit Card,Desktop,53,529,2.1,11343.77,38.93,162,20,4.5,2.4,0,0,0,0
5,0,1,USA,Munich,Jewelry,Debit Card,Desktop,18,676,6.7,39222.48,174.6,113,14,25.6,7.51,0,1,1,0
11,0,0,UK,Mexico City,Restaurant,Credit Card,Mobile,40,420,3.7,1886.48,118.26,128,22,15.0,4.31,1,0,0,0
1,0,1,USA,Munich,Online Shopping,Bank Transfer,Mobile,35,649,2.4,9243.74,70.54,146,21,4.9,45.1,0,0,0,0
2,0,1,UK,Toronto,Online Shopping,Crypto,Desktop,66,634,2.5,83469.28,200.61,151,23,61.7,5.07,0,0,0,0
8,1,0,USA,Tokyo,Restaurant,Debit Card,Desktop,72,615,6.6,4181.56,84.7,132,30,20.2,5.39,0,3,0,0
13,1,0,Germany,Los Angeles,Crypto Exchange,Credit Card,Mobile,38,627,7.4,28317.43,30.6,155,15,48.9,20.25,0,0,0,0
0,0,1,USA,Manchester,Gaming,Debit Card,Mobile,35,644,3.6,21772.61,50.97,150,18,28.5,0.42,0,1,0,1
17,1,0,Australia,New York,Clothing,Debit Card,ATM,56,667,2.8,2935.97,6.95,161,29,18.5,18.99,0,0,0,0
8,0,0,France,Delhi,Entertainment,Debit Card,ATM,40,543,4.0,27782.15,46.65,154,12,4.2,7.56,0,0,0,0
6,0,1,India,Rio,Fuel,Mobile Payment,Mobile,38,557,2.2,2814.63,89.17,155,19,20.0,13.71,0,1,0,0
8,0,0,Germany,Berlin,Grocery,Debit Card,Tablet,40,690,0.8,9427.16,58.58,125,23,25.8,14.52,0,0,0,0
13,0,0,Australia,Munich,Online Shopping,Mobile Payment,Desktop,54,658,1.6,6391.84,68.51,174,20,52.0,1.21,0,2,0,0
0,0,1,USA,Rio,Electronics,Credit Card,ATM,51,687,11.0,18870.54,394.37,173,25,5.1,18.2,0,1,0,0
16,0,0,USA,Mexico City,Travel,Debit Card,Tablet,51,850,8.5,1712.3,649.6,142,19,7.7,2.42,0,0,1,0
23,0,1,USA,Guadalajara,Electronics,Crypto,Mobile,36,704,11.4,40969.37,641.91,154,19,12.6,2.07,0,0,0,0
11,0,0,India,Toronto,Entertainment,Credit Card,Mobile,65,671,7.4,2997.42,11.78,138,20,8.8,2.08,0,0,0,1
12,0,0,USA,Lyon,Grocery,Credit Card,Mobile,42,719,5.4,1145.72,88.61,147,21,2.5,12.38,0,3,1,0
17,0,0,UK,Berlin,Grocery,Credit Card,Mobile,41,597,3.4,12617.6,23.47,155,14,75.7,2.42,1,0,0,0
6,0,1,Mexico,Osaka,Electronics,Bank Transfer,ATM,79,752,9.5,36055.35,162.62,160,24,18.6,2.58,0,0,0,0
23,0,1,Mexico,Mumbai,Healthcare,Bank Transfer,Desktop,70,567,2.2,1656.14,156.96,160,24,35.9,2.76,0,0,0,0
23,1,1,UK,Lyon,Online Shopping,Credit Card,Desktop,52,680,4.6,1762.44,31.37,141,20,2.6,4.24,0,0,0,0
11,0,0,USA,Melbourne,Gaming,Bank Transfer,Mobile,42,690,0.9,15649.44,46.55,160,18,16.5,18.82,0,0,0,0
22,1,1,Mexico,New York,Restaurant,Credit Card,Mobile,35,586,1.5,9765.61,37.11,161,15,2.6,3.09,0,0,0,0
6,1,1,India,New York,Electronics,Credit Card,Mobile,35,706,8.2,6442.94,370.82,147,19,3.5,3.69,0,0,0,0
5,0,1,UK,Mexico City,ATM Withdrawal,Mobile Payment,Mobile,26,753,7.8,11436.13,76.9,152,21,26.6,5.82,0,0,0,0
7,0,0,Canada,Delhi,ATM Withdrawal,Debit Card,Mobile,50,834,0.6,11210.5,94.33,120,20,79.9,28.62,0,0,0,0
1,0,1,Canada,Osaka,Online Shopping,Debit Card,ATM,53,720,0.3,3291.89,35.42,156,16,26.5,8.24,0,0,0,0
2,0,1,Brazil,Melbourne,Clothing,Debit Card,ATM,31,801,2.9,58910.95,187.98,145,22,25.3,2.5,0,0,0,0
19,0,0,Germany,São Paulo,Entertainment,Crypto,Mobile,24,634,23.5,8021.8,116.69,162,25,41.5,25.48,0,0,0,0
2,0,1,USA,Guadalajara,Fuel,Credit Card,Mobile,52,749,1.4,5039.01,28.47,147,18,0.3,2.76,0,0,0,0
12,0,0,UK,Mexico City,Clothing,Debit Card,POS Terminal,40,676,4.3,52046.59,87.4,171,13,3.6,4.43,0,1,1,0
12,1,0,UK,Tokyo,Travel,Credit Card,POS Terminal,48,714,0.7,9573.36,569.12,171,17,6.2,20.8,0,0,0,0
7,0,0,USA,Munich,Utilities,Bank Transfer,Desktop,63,625,10.6,16073.23,9.58,188,19,24.8,6.86,0,0,0,0
13,0,0,USA,Mexico City,Jewelry,Bank Transfer,Tablet,31,767,3.6,525.05,303.31,153,18,13.9,8.06,0,0,0,0
23,0,1,Japan,Sydney,Education,Debit Card,Tablet,47,582,2.2,11370.13,6.1,167,26,100.3,24.57,0,0,0,0
9,1,0,Germany,Rio,Online Shopping,Bank Transfer,POS Terminal,19,712,0.2,6206.55,8.21,175,29,5.1,2.61,0,3,0,0
18,0,0,USA,Los Angeles,Utilities,Crypto,Tablet,42,686,5.2,21021.59,149.41,142,13,90.8,2.26,0,0,0,0
20,1,0,Australia,Manchester,Online Shopping,Credit Card,Desktop,42,668,16.5,537.64,112.46,143,18,1.2,2.32,0,0,0,0
7,1,0,Canada,Vancouver,Jewelry,Credit Card,Mobile,51,743,0.8,455.79,418.37,145,19,12.9,13.78,0,1,0,0
20,1,0,France,Sydney,Electronics,Debit Card,Mobile,41,728,6.9,16780.02,369.29,156,19,56.8,3.02,0,1,0,0
8,0,0,Brazil,São Paulo,Crypto Exchange,Credit Card,Mobile,20,708,1.5,28290.47,159.25,144,20,21.3,3.35,0,0,0,0
5,0,1,Australia,Tokyo,Gaming,Debit Card,Mobile,41,792,14.6,15309.91,121.85,154,18,6.0,14.2,0,1,0,0
14,0,0,Japan,Paris,Healthcare,Credit Card,Desktop,49,710,2.5,9875.57,73.45,162,27,83.7,14.53,0,5,0,0
11,0,0,Japan,Toronto,Grocery,Cheque,Mobile,64,688,0.1,22395.53,45.76,139,18,105.0,7.91,1,0,0,0
21,0,0,USA,Toronto,Healthcare,Mobile Payment,Desktop,36,625,1.7,9415.04,47.17,144,19,6.0,10.3,1,0,0,0
19,1,0,Brazil,Vancouver,Utilities,Credit Card,Mobile,61,606,2.2,2056.64,111.66,148,16,7.7,6.37,0,1,0,0
11,0,0,USA,Rio,Crypto Exchange,Debit Card,POS Terminal,51,798,6.1,5470.08,53.12,151,23,88.6,1.08,0,0,0,0
16,0,0,France,Los Angeles,Gaming,Bank Transfer,Desktop,44,607,5.2,17963.5,23.01,148,28,22.9,8.52,0,0,0,0
15,1,0,Brazil,Paris,Utilities,Credit Card,Mobile,49,525,1.8,85485.16,51.71,161,14,111.7,13.06,0,0,0,0
22,0,1,Canada,Delhi,Jewelry,Credit Card,Desktop,39,701,0.9,24411.85,142.98,159,23,11.3,6.85,0,1,0,0
22,0,1,France,Lyon,Travel,Debit Card,Desktop,40,552,5.3,66406.2,474.23,159,21,3.2,75.38,0,0,0,0
12,0,0,USA,Vancouver,Jewelry,Debit Card,ATM,20,828,6.5,10204.91,299.46,150,21,20.1,0.33,0,0,0,0
5,1,1,USA,Paris,Fuel,Mobile Payment,Mobile,37,700,3.2,10348.53,71.92,136,14,6.1,18.42,0,0,0,0
16,1,0,USA,Toronto,Travel,Bank Transfer,POS Terminal,21,700,11.4,6268.08,487.91,153,20,2.9,16.52,0,1,0,0
14,0,0,Canada,Manchester,Crypto Exchange,Bank Transfer,Mobile,47,574,0.1,23116.02,25.98,158,23,13.3,5.54,0,0,1,0
15,0,0,USA,Vancouver,Healthcare,Credit Card,Mobile,58,564,5.2,9191.11,293.96,133,12,48.7,2.77,1,0,0,0
19,0,0,USA,Munich,Restaurant,Bank Transfer,Tablet,69,758,14.3,2505.02,19.18,146,22,4.4,10.63,0,0,0,0
19,0,0,UK,Paris,Electronics,Credit Card,Mobile,50,632,14.0,3369.2,532.4,138,29,19.7,34.15,0,0,0,0
6,0,1,India,Guadalajara,Healthcare,Crypto,Mobile,33,741,1.6,11678.77,108.04,148,18,11.7,8.58,0,1,0,0
23,0,1,France,Tokyo,Clothing,Bank Transfer,Mobile,48,621,0.6,4652.18,3.89,152,17,40.8,12.24,0,0,0,0
0,0,1,Germany,Lyon,Grocery,Credit Card,Mobile,36,780,5.3,25101.07,69.45,156,18,8.0,4.64,0,0,0,0
18,0,0,USA,Mumbai,Gaming,Mobile Payment,Mobile,18,739,9.3,8631.69,152.6,141,13,0.9,1.04,0,0,0,0
8,0,0,Australia,São Paulo,ATM Withdrawal,Credit Card,Mobile,30,850,4.6,3420.7,27.43,140,17,9.6,40.05,0,0,0,0
1,1,1,Australia,Toronto,Entertainment,Mobile Payment,POS Terminal,46,738,4.3,27915.55,23.73,131,13,4.5,9.37,0,2,0,1
22,0,1,Mexico,São Paulo,Travel,Bank Transfer,Desktop,30,718,1.9,7085.72,1058.08,157,24,39.5,9.86,0,0,0,0
16,0,0,Brazil,Delhi,Restaurant,Credit Card,ATM,34,454,3.2,4741.66,33.33,170,14,22.0,9.1,0,0,0,0
10,0,0,India,Toronto,Jewelry,Debit Card,Mobile,33,850,10.0,44422.5,117.59,151,25,7.2,8.08,0,0,0,0
21,0,0,Germany,São Paulo,Restaurant,Debit Card,ATM,45,673,8.7,10198.53,28.04,140,22,13.1,5.89,0,0,0,0
3,1,1,UK,Munich,ATM Withdrawal,Mobile Payment,Tablet,24,716,4.2,22180.94,125.5,143,20,11.1,3.88,0,0,0,1
9,1,0,India,Paris,Restaurant,Credit Card,Desktop,51,717,0.9,2201.37,183.86,155,12,0.0,5.01,0,0,1,0
14,0,0,Brazil,Toronto,Fuel,Mobile Payment,Desktop,33,746,8.0,43551.24,143.1,132,20,2.5,30.9,0,0,0,0
22,1,1,Brazil,Mexico City,Utilities,Debit Card,Mobile,48,676,9.5,5767.69,5.46,148,15,63.3,38.9,0,0,0,0
15,1,0,Germany,São Paulo,Healthcare,Credit Card,Mobile,34,615,5.3,37721.04,95.81,146,16,85.4,42.79,0,0,0,0
2,0,1,Mexico,Delhi,Travel,Mobile Payment,Mobile,52,659,3.5,3215.1,407.54,147,18,4.8,39.08,1,0,0,0
3,0,1,Mexico,Rio,Healthcare,Debit Card,Tablet,18,721,1.8,1645.57,38.81,141,23,5.8,10.7,0,0,0,0
16,0,0,Brazil,Sydney,Electronics,Credit Card,Desktop,54,735,2.0,3069.57,777.74,148,22,19.7,13.03,1,0,0,0
19,0,0,India,London,Education,Credit Card,Mobile,41,683,4.2,24301.72,15.59,148,25,12.9,1.47,1,1,0,0
22,1,1,Brazil,Osaka,ATM Withdrawal,Credit Card,POS Terminal,53,683,0.6,38164.16,15.9,146,23,16.9,2.28,0,0,0,0
23,0,1,Brazil,New York,Utilities,Mobile Payment,Desktop,28,639,0.9,36636.81,40.56,156,22,7.3,6.02,0,0,0,0
13,0,0,USA,Manchester,Crypto Exchange,Credit Card,Desktop,29,696,9.1,11800.04,77.06,156,23,37.6,35.11,0,0,0,0
5,1,1,India,Paris,Utilities,Debit Card,Mobile,32,481,4.3,8511.62,355.75,158,26,0.6,11.06,1,0,0,0
11,1,0,Brazil,São Paulo,ATM Withdrawal,Debit Card,POS Terminal,48,763,0.5,16206.37,14.07,151,16,45.5,45.31,0,0,1,0
7,0,0,Australia,Sydney,Online Shopping,Debit Card,ATM,52,613,12.3,5023.36,37.96,133,16,156.7,4.23,0,0,0,0
1,0,1,USA,Mexico City,Crypto Exchange,Credit Card,Mobile,42,730,1.9,3906.3,17.93,149,17,4.8,37.79,0,0,0,0
13,0,0,USA,Toronto,Jewelry,Bank Transfer,Mobile,32,748,8.6,1455.78,349.83,142,14,27.4,45.33,0,0,0,0
0,0,1,India,Manchester,Crypto Exchange,Credit Card,Mobile,58,696,6.6,77256.79,42.8,158,25,5.0,5.33,0,0,0,0
18,0,0,Mexico,Vancouver,Travel,Debit Card,Mobile,47,710,21.1,7951.31,50.0,138,16,23.1,15.89,1,0,0,0
6,0,1,USA,Mumbai,Electronics,Credit Card,Mobile,60,620,2.1,1934.99,1096.77,153,16,5.4,4.05,0,0,0,0
6,0,1,Canada,Paris,Travel,Debit Card,Mobile,47,681,2.8,5698.35,41.82,161,21,0.1,4.26,0,0,0,0
18,0,0,USA,Tokyo,ATM Withdrawal,Credit Card,Mobile,70,692,5.9,1154.19,62.41,142,21,6.8,1.69,1,0,0,0
2,0,1,USA,Mexico City,Grocery,Debit Card,Desktop,46,545,0.4,3784.01,120.95,127,20,12.2,10.58,0,0,0,0
11,0,0,Germany,Berlin,Entertainment,Credit Card,ATM,46,701,16.6,8735.37,86.21,154,16,17.7,24.04,0,0,0,0
0,0,1,Mexico,Osaka,Online Shopping,Mobile Payment,Tablet,35,659,4.3,6930.68,4.62,144,25,0.1,10.09,0,0,0,0
13,0,0,India,Manchester,Electronics,Mobile Payment,Desktop,26,695,7.9,29086.26,1484.65,132,23,14.5,27.89,1,0,0,0
11,0,0,UK,Rio,Healthcare,Credit Card,Tablet,53,733,0.5,26974.25,36.63,149,23,8.0,8.66,1,0,0,0
8,1,0,Germany,Melbourne,Travel,Crypto,Desktop,49,850,2.7,5195.28,441.79,152,24,77.2,2.18,1,2,0,0
17,0,0,France,Los Angeles,Online Shopping,Credit Card,Mobile,18,568,0.2,3165.81,29.08,161,18,29.3,7.76,0,0,0,0
20,0,0,USA,New York,Fuel,Mobile Payment,Desktop,40,694,1.4,10290.1,264.69,174,25,111.6,8.86,0,0,0,0
1,1,1,Brazil,New York,Entertainment,Debit Card,Mobile,63,606,15.0,23020.13,85.23,152,28,34.4,3.57,0,0,0,0
4,1,1,Canada,Vancouver,Entertainment,Credit Card,Desktop,35,653,1.1,30947.7,84.07,143,20,35.8,12.05,0,0,0,0
5,0,1,India,Sydney,Fuel,Crypto,Mobile,37,698,5.1,25889.9,53.81,143,17,3.1,10.91,0,1,0,0
7,0,0,USA,Mexico City,Entertainment,Credit Card,POS Terminal,18,699,11.7,785.03,185.03,137,22,33.8,1.54,0,0,0,0
22,1,1,USA,Delhi,Travel,Credit Card,Desktop,63,777,11.7,12452.68,458.23,154,25,1.4,25.13,0,0,1,0
0,0,1,Canada,Tokyo,Restaurant,Debit Card,Desktop,41,789,4.0,2838.79,21.83,166,25,4.6,19.92,0,0,0,0
13,0,0,Brazil,Osaka,Clothing,Debit Card,Mobile,44,689,4.4,17882.85,13.88,146,18,24.1,8.14,0,0,0,0
12,1,0,Brazil,Vancouver,Healthcare,Credit Card,Mobile,46,661,1.8,6459.18,28.16,140,19,16.6,16.62,0,0,0,0
3,0,1,USA,Vancouver,Education,Mobile Payment,Mobile,38,783,3.3,3531.33,291.31,126,19,47.9,15.22,0,0,0,1
23,0,1,France,Melbourne,Healthcare,Debit Card,POS Terminal,37,664,11.0,35695.64,131.85,154,21,12.6,7.55,0,0,0,0
12,0,0,USA,Osaka,ATM Withdrawal,Debit Card,Mobile,36,740,2.7,932.4,196.21,142,17,20.4,7.63,0,1,0,0
12,0,0,India,Tokyo,Restaurant,Credit Card,Tablet,49,776,3.4,24199.7,131.7,164,18,1.3,31.76,0,0,0,0
19,1,0,Japan,Lyon,Entertainment,Debit Card,Mobile,61,803,14.0,915.99,58.33,144,12,4.8,21.91,0,0,0,0
6,0,1,Australia,Tokyo,ATM Withdrawal,Debit Card,Desktop,49,636,4.4,10622.07,40.88,165,26,6.1,13.2,0,0,0,0
0,0,1,USA,Los Angeles,Fuel,Debit Card,ATM,39,711,15.2,13176.88,30.9,158,12,11.8,4.76,0,2,0,0
5,0,1,USA,Guadalajara,Gaming,Credit Card,Desktop,58,653,15.1,20612.05,101.08,166,14,29.4,0.92,0,0,0,0
11,0,0,USA,Los Angeles,Restaurant,Debit Card,Mobile,47,759,0.6,33164.7,11.28,133,26,3.5,1.15,0,3,1,1
19,0,0,USA,São Paulo,Fuel,Debit Card,Mobile,36,585,5.1,29994.85,526.13,142,20,23.2,6.7,0,0,0,0
20,0,0,USA,Tokyo,Healthcare,Mobile Payment,Mobile,50,627,21.7,6371.04,263.45,134,21,20.9,1.33,0,0,0,0
13,0,0,UK,Munich,Travel,Debit Card,Tablet,47,655,6.9,56195.3,89.45,147,12,35.1,32.47,0,0,0,0
1,1,1,Japan,Rio,Gaming,Mobile Payment,ATM,23,647,0.1,16072.66,177.04,156,26,2.8,1.37,0,0,0,0
2,1,1,Germany,Berlin,Healthcare,Bank Transfer,Desktop,45,743,1.4,10012.64,60.61,144,19,20.8,15.39,0,0,0,0
22,0,1,USA,Melbourne,Utilities,Credit Card,POS Terminal,70,632,13.8,11808.44,49.82,159,19,18.0,41.91,0,0,0,0
